#Name,VisitHour,VisitDay,Visits,StdDev,Site Daily Total,Site Daily StdDev,Site Weekly Total,Site Daily Average,Tier,Max MD Hours,,,
Levittown,9:30:00,Friday,5.85,2.3,114.85,2.39,847.74,122,F,240,,,
Levittown,9:30:00,Saturday,6.46,1.71,106.46,1.66,847.74,122,F,240,,,
Levittown,10:00:00,Sunday,7.92,3.77,117,2.01,847.74,122,F,240,,,
Levittown,10:00:00,Monday,5.46,2.7,138.77,2.58,847.74,122,F,240,,,
Levittown,10:00:00,Tuesday,4.33,2.39,125.67,2.31,847.74,122,F,240,,,
Levittown,10:00:00,Wednesday,5.15,3.36,124.23,2.32,847.74,122,F,240,,,
Levittown,10:00:00,Thursday,5.23,1.42,120.77,2.12,847.74,122,F,240,,,
Levittown,10:00:00,Friday,4.38,1.98,114.85,2.39,847.74,122,F,240,,,
Levittown,10:00:00,Saturday,5.85,2.23,106.46,1.66,847.74,122,F,240,,,
Levittown,10:30:00,Sunday,6.92,2.47,117,2.01,847.74,122,F,240,,,
Levittown,10:30:00,Monday,7.38,2.84,138.77,2.58,847.74,122,F,240,,,
Levittown,10:30:00,Tuesday,5.92,2.43,125.67,2.31,847.74,122,F,240,,,
Levittown,10:30:00,Wednesday,4.92,1.93,124.23,2.32,847.74,122,F,240,,,
Levittown,10:30:00,Thursday,4.15,1.63,120.77,2.12,847.74,122,F,240,,,
Levittown,10:30:00,Friday,5.23,2.95,114.85,2.39,847.74,122,F,240,,,
Levittown,10:30:00,Saturday,5.38,2.4,106.46,1.66,847.74,122,F,240,,,
Levittown,11:00:00,Sunday,7.85,3.29,117,2.01,847.74,122,F,240,,,
Levittown,11:00:00,Monday,7.15,3.24,138.77,2.58,847.74,122,F,240,,,
Levittown,11:00:00,Tuesday,5,2.8,125.67,2.31,847.74,122,F,240,,,
Levittown,11:00:00,Wednesday,4.92,1.71,124.23,2.32,847.74,122,F,240,,,
Levittown,11:00:00,Thursday,4.77,3.3,120.77,2.12,847.74,122,F,240,,,
Levittown,11:00:00,Friday,4.46,3.57,114.85,2.39,847.74,122,F,240,,,
Levittown,11:00:00,Saturday,6.31,1.49,106.46,1.66,847.74,122,F,240,,,
Levittown,11:30:00,Sunday,8.77,2.83,117,2.01,847.74,122,F,240,,,
Levittown,11:30:00,Monday,7,3.83,138.77,2.58,847.74,122,F,240,,,
Levittown,11:30:00,Tuesday,3.75,1.29,125.67,2.31,847.74,122,F,240,,,
Levittown,11:30:00,Wednesday,4.92,1.93,124.23,2.32,847.74,122,F,240,,,
Levittown,11:30:00,Thursday,4.15,2.03,120.77,2.12,847.74,122,F,240,,,
Levittown,11:30:00,Friday,5.46,4.54,114.85,2.39,847.74,122,F,240,,,
Levittown,11:30:00,Saturday,6.77,3.27,106.46,1.66,847.74,122,F,240,,,
Levittown,12:00:00,Sunday,5.85,2.38,117,2.01,847.74,122,F,240,,,
Levittown,12:00:00,Monday,4.62,2.22,138.77,2.58,847.74,122,F,240,,,
Levittown,12:00:00,Tuesday,4,1.86,125.67,2.31,847.74,122,F,240,,,
Levittown,12:00:00,Wednesday,3.85,2.48,124.23,2.32,847.74,122,F,240,,,
Levittown,12:00:00,Thursday,4.15,2.19,120.77,2.12,847.74,122,F,240,,,
Levittown,12:00:00,Friday,4.62,2.06,114.85,2.39,847.74,122,F,240,,,
Levittown,12:00:00,Saturday,6.46,2.82,106.46,1.66,847.74,122,F,240,,,
Levittown,12:30:00,Sunday,6.23,2.95,117,2.01,847.74,122,F,240,,,
Levittown,12:30:00,Monday,5.85,2.76,138.77,2.58,847.74,122,F,240,,,
Levittown,12:30:00,Tuesday,5.33,2.06,125.67,2.31,847.74,122,F,240,,,
Levittown,12:30:00,Wednesday,3.54,2.7,124.23,2.32,847.74,122,F,240,,,
Levittown,12:30:00,Thursday,3.46,2.11,120.77,2.12,847.74,122,F,240,,,
Levittown,12:30:00,Friday,5,2.58,114.85,2.39,847.74,122,F,240,,,
Levittown,12:30:00,Saturday,5.46,2.03,106.46,1.66,847.74,122,F,240,,,
Levittown,13:00:00,Sunday,6,2.65,117,2.01,847.74,122,F,240,,,
Levittown,13:00:00,Monday,5.31,1.8,138.77,2.58,847.74,122,F,240,,,
Levittown,13:00:00,Tuesday,4.25,2.42,125.67,2.31,847.74,122,F,240,,,
Levittown,13:00:00,Wednesday,5,1.83,124.23,2.32,847.74,122,F,240,,,
Levittown,13:00:00,Thursday,4.92,2.22,120.77,2.12,847.74,122,F,240,,,
Levittown,13:00:00,Friday,4.62,2.63,114.85,2.39,847.74,122,F,240,,,
Levittown,13:00:00,Saturday,5.38,2.22,106.46,1.66,847.74,122,F,240,,,
Levittown,13:30:00,Sunday,5,1.58,117,2.01,847.74,122,F,240,,,
Levittown,13:30:00,Monday,4.31,2.46,138.77,2.58,847.74,122,F,240,,,
Levittown,13:30:00,Tuesday,3.17,2.66,125.67,2.31,847.74,122,F,240,,,
Levittown,13:30:00,Wednesday,4.08,2.4,124.23,2.32,847.74,122,F,240,,,
Levittown,13:30:00,Thursday,3.85,1.57,120.77,2.12,847.74,122,F,240,,,
Levittown,13:30:00,Friday,4.08,1.89,114.85,2.39,847.74,122,F,240,,,
Levittown,13:30:00,Saturday,4.92,2.06,106.46,1.66,847.74,122,F,240,,,
Levittown,14:00:00,Sunday,7,2.77,117,2.01,847.74,122,F,240,,,
Levittown,14:00:00,Monday,4.08,1.89,138.77,2.58,847.74,122,F,240,,,
Levittown,14:00:00,Tuesday,3.58,1.88,125.67,2.31,847.74,122,F,240,,,
Levittown,14:00:00,Wednesday,3.85,1.99,124.23,2.32,847.74,122,F,240,,,
Levittown,14:00:00,Thursday,3.77,2.13,120.77,2.12,847.74,122,F,240,,,
Levittown,14:00:00,Friday,3.85,2.51,114.85,2.39,847.74,122,F,240,,,
Levittown,14:00:00,Saturday,4.85,0.99,106.46,1.66,847.74,122,F,240,,,
Levittown,14:30:00,Sunday,5.54,2.47,117,2.01,847.74,122,F,240,,,
Levittown,14:30:00,Monday,5.15,1.82,138.77,2.58,847.74,122,F,240,,,
Levittown,14:30:00,Tuesday,4,2.22,125.67,2.31,847.74,122,F,240,,,
Levittown,14:30:00,Wednesday,4.15,2.08,124.23,2.32,847.74,122,F,240,,,
Levittown,14:30:00,Thursday,3.54,2.37,120.77,2.12,847.74,122,F,240,,,
Levittown,14:30:00,Friday,3,2.35,114.85,2.39,847.74,122,F,240,,,
Levittown,14:30:00,Saturday,6.15,3.05,106.46,1.66,847.74,122,F,240,,,
Levittown,15:00:00,Sunday,4.38,2.18,117,2.01,847.74,122,F,240,,,
Levittown,15:00:00,Monday,4,1.41,138.77,2.58,847.74,122,F,240,,,
Levittown,15:00:00,Tuesday,4.25,2.49,125.67,2.31,847.74,122,F,240,,,
Levittown,15:00:00,Wednesday,4.77,3.22,124.23,2.32,847.74,122,F,240,,,
Levittown,15:00:00,Thursday,4.38,1.71,120.77,2.12,847.74,122,F,240,,,
Levittown,15:00:00,Friday,4.08,2.69,114.85,2.39,847.74,122,F,240,,,
Levittown,15:00:00,Saturday,4.77,2.2,106.46,1.66,847.74,122,F,240,,,
Levittown,15:30:00,Sunday,4.54,2.37,117,2.01,847.74,122,F,240,,,
Levittown,15:30:00,Monday,4.77,2.77,138.77,2.58,847.74,122,F,240,,,
Levittown,15:30:00,Tuesday,6.17,2.33,125.67,2.31,847.74,122,F,240,,,
Levittown,15:30:00,Wednesday,5.31,2.95,124.23,2.32,847.74,122,F,240,,,
Levittown,15:30:00,Thursday,5.46,2.18,120.77,2.12,847.74,122,F,240,,,
Levittown,15:30:00,Friday,5.15,1.77,114.85,2.39,847.74,122,F,240,,,
Levittown,15:30:00,Saturday,4.31,2.02,106.46,1.66,847.74,122,F,240,,,
Levittown,16:00:00,Sunday,4.69,2.36,117,2.01,847.74,122,F,240,,,
Levittown,16:00:00,Monday,5.46,3.64,138.77,2.58,847.74,122,F,240,,,
Levittown,16:00:00,Tuesday,5.33,2.19,125.67,2.31,847.74,122,F,240,,,
Levittown,16:00:00,Wednesday,5.15,2.64,124.23,2.32,847.74,122,F,240,,,
Levittown,16:00:00,Thursday,5.08,1.85,120.77,2.12,847.74,122,F,240,,,
Levittown,16:00:00,Friday,5.15,2.19,114.85,2.39,847.74,122,F,240,,,
Levittown,16:00:00,Saturday,4.69,2.21,106.46,1.66,847.74,122,F,240,,,
Levittown,16:30:00,Sunday,3.85,2.64,117,2.01,847.74,122,F,240,,,
Levittown,16:30:00,Monday,5.62,3.15,138.77,2.58,847.74,122,F,240,,,
Levittown,16:30:00,Tuesday,6,3.33,125.67,2.31,847.74,122,F,240,,,
Levittown,16:30:00,Wednesday,4,2.08,124.23,2.32,847.74,122,F,240,,,
Levittown,16:30:00,Thursday,5.85,1.46,120.77,2.12,847.74,122,F,240,,,
Levittown,16:30:00,Friday,5,1.63,114.85,2.39,847.74,122,F,240,,,
Levittown,16:30:00,Saturday,6.08,2.1,106.46,1.66,847.74,122,F,240,,,
Levittown,17:00:00,Sunday,3.92,2.43,117,2.01,847.74,122,F,240,,,
Levittown,17:00:00,Monday,5.31,2.5,138.77,2.58,847.74,122,F,240,,,
Levittown,17:00:00,Tuesday,5.5,2.84,125.67,2.31,847.74,122,F,240,,,
Levittown,17:00:00,Wednesday,6.77,3.11,124.23,2.32,847.74,122,F,240,,,
Levittown,17:00:00,Thursday,5.23,2.74,120.77,2.12,847.74,122,F,240,,,
Levittown,17:00:00,Friday,4.85,2.03,114.85,2.39,847.74,122,F,240,,,
Levittown,17:00:00,Saturday,5.69,2.56,106.46,1.66,847.74,122,F,240,,,
Levittown,17:30:00,Sunday,4.92,2.4,117,2.01,847.74,122,F,240,,,
Levittown,17:30:00,Monday,5.85,3.85,138.77,2.58,847.74,122,F,240,,,
Levittown,17:30:00,Tuesday,5.67,2.23,125.67,2.31,847.74,122,F,240,,,
Levittown,17:30:00,Wednesday,6.23,1.69,124.23,2.32,847.74,122,F,240,,,
Levittown,17:30:00,Thursday,5.54,3.04,120.77,2.12,847.74,122,F,240,,,
Levittown,17:30:00,Friday,4.54,3.2,114.85,2.39,847.74,122,F,240,,,
Levittown,17:30:00,Saturday,5.77,2.92,106.46,1.66,847.74,122,F,240,,,
Levittown,18:00:00,Sunday,0.38,0.87,117,2.01,847.74,122,F,240,,,
Levittown,18:00:00,Monday,6.69,3.77,138.77,2.58,847.74,122,F,240,,,
Levittown,18:00:00,Tuesday,5.42,2.15,125.67,2.31,847.74,122,F,240,,,
Levittown,18:00:00,Wednesday,5.77,3.32,124.23,2.32,847.74,122,F,240,,,
Levittown,18:00:00,Thursday,5.92,1.44,120.77,2.12,847.74,122,F,240,,,
Levittown,18:00:00,Friday,4.54,2.03,114.85,2.39,847.74,122,F,240,,,
Levittown,18:00:00,Saturday,0.23,0.6,106.46,1.66,847.74,122,F,240,,,
Levittown,18:30:00,Sunday,0,0,117,2.01,847.74,122,F,240,,,
Levittown,18:30:00,Monday,6.54,3.38,138.77,2.58,847.74,122,F,240,,,
Levittown,18:30:00,Tuesday,6.33,3.5,125.67,2.31,847.74,122,F,240,,,
Levittown,18:30:00,Wednesday,6.08,2.63,124.23,2.32,847.74,122,F,240,,,
Levittown,18:30:00,Thursday,4.69,1.65,120.77,2.12,847.74,122,F,240,,,
Levittown,18:30:00,Friday,4.08,2.1,114.85,2.39,847.74,122,F,240,,,
Levittown,18:30:00,Saturday,0,0,106.46,1.66,847.74,122,F,240,,,
Levittown,19:00:00,Sunday,0,0,117,2.01,847.74,122,F,240,,,
Levittown,19:00:00,Monday,5.62,3.07,138.77,2.58,847.74,122,F,240,,,
Levittown,19:00:00,Tuesday,4.42,2.5,125.67,2.31,847.74,122,F,240,,,
Levittown,19:00:00,Wednesday,6.31,2.53,124.23,2.32,847.74,122,F,240,,,
Levittown,19:00:00,Thursday,4.69,1.75,120.77,2.12,847.74,122,F,240,,,
Levittown,19:00:00,Friday,5.08,2.72,114.85,2.39,847.74,122,F,240,,,
Levittown,19:00:00,Saturday,0,0,106.46,1.66,847.74,122,F,240,,,
Levittown,19:30:00,Sunday,0,0,117,2.01,847.74,122,F,240,,,
Levittown,19:30:00,Monday,4.92,2.25,138.77,2.58,847.74,122,F,240,,,
Levittown,19:30:00,Tuesday,6,2.56,125.67,2.31,847.74,122,F,240,,,
Levittown,19:30:00,Wednesday,4.46,2.11,124.23,2.32,847.74,122,F,240,,,
Levittown,19:30:00,Thursday,4.46,1.85,120.77,2.12,847.74,122,F,240,,,
Levittown,19:30:00,Friday,3.54,2.07,114.85,2.39,847.74,122,F,240,,,
Levittown,19:30:00,Saturday,0,0,106.46,1.66,847.74,122,F,240,,,
Levittown,20:00:00,Sunday,0,0,117,2.01,847.74,122,F,240,,,
Levittown,20:00:00,Monday,4.23,2.09,138.77,2.58,847.74,122,F,240,,,
Levittown,20:00:00,Tuesday,6.17,1.99,125.67,2.31,847.74,122,F,240,,,
Levittown,20:00:00,Wednesday,4.08,2.87,124.23,2.32,847.74,122,F,240,,,
Levittown,20:00:00,Thursday,5.38,1.85,120.77,2.12,847.74,122,F,240,,,
Levittown,20:00:00,Friday,3.69,1.97,114.85,2.39,847.74,122,F,240,,,
Levittown,20:00:00,Saturday,0,0,106.46,1.66,847.74,122,F,240,,,
Levittown,20:30:00,Sunday,0,0,117,2.01,847.74,122,F,240,,,
Levittown,20:30:00,Monday,3.08,2.36,138.77,2.58,847.74,122,F,240,,,
Levittown,20:30:00,Tuesday,2.83,1.64,125.67,2.31,847.74,122,F,240,,,
Levittown,20:30:00,Wednesday,3.38,1.98,124.23,2.32,847.74,122,F,240,,,
Levittown,20:30:00,Thursday,4.08,2.63,120.77,2.12,847.74,122,F,240,,,
Levittown,20:30:00,Friday,3,1.96,114.85,2.39,847.74,122,F,240,,,
Levittown,20:30:00,Saturday,0,0,106.46,1.66,847.74,122,F,240,,,
Levittown,21:00:00,Sunday,0,0,117,2.01,847.74,122,F,240,,,
Levittown,21:00:00,Monday,0,0,138.77,2.58,847.74,122,F,240,,,
Levittown,21:00:00,Tuesday,0.17,0.39,125.67,2.31,847.74,122,F,240,,,
Levittown,21:00:00,Wednesday,0,0,124.23,2.32,847.74,122,F,240,,,
Levittown,21:00:00,Thursday,0.08,0.28,120.77,2.12,847.74,122,F,240,,,
Levittown,21:00:00,Friday,0.08,0.28,114.85,2.39,847.74,122,F,240,,,
Levittown,21:00:00,Saturday,0,0,106.46,1.66,847.74,122,F,240,,,
Lindenhurst,8:30:00,Sunday,0.46,0.88,93,1.64,684.28,98,E,200,,,
Lindenhurst,8:30:00,Monday,0.38,0.96,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,8:30:00,Tuesday,0.25,0.62,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,8:30:00,Wednesday,0.08,0.28,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,8:30:00,Thursday,0.46,1.66,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,8:30:00,Friday,0,0,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,8:30:00,Saturday,0,0,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,9:00:00,Sunday,11.15,3.51,93,1.64,684.28,98,E,200,,,
Lindenhurst,9:00:00,Monday,9.38,2.14,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,9:00:00,Tuesday,9.75,2.99,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,9:00:00,Wednesday,8.69,3.35,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,9:00:00,Thursday,7.46,2.73,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,9:00:00,Friday,7.46,2.5,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,9:00:00,Saturday,7.08,2.36,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,9:30:00,Sunday,7.08,2.63,93,1.64,684.28,98,E,200,,,
Lindenhurst,9:30:00,Monday,7.08,1.98,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,9:30:00,Tuesday,6.67,2.64,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,9:30:00,Wednesday,4.69,2.72,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,9:30:00,Thursday,4.31,2.56,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,9:30:00,Friday,4.62,2.93,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,9:30:00,Saturday,5.15,1.95,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,10:00:00,Sunday,6.69,3.28,93,1.64,684.28,98,E,200,,,
Lindenhurst,10:00:00,Monday,7.15,2.79,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,10:00:00,Tuesday,4.33,2.46,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,10:00:00,Wednesday,4.23,2.2,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,10:00:00,Thursday,3.38,1.56,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,10:00:00,Friday,4,2.55,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,10:00:00,Saturday,5.77,2.83,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,10:30:00,Sunday,6.23,2.62,93,1.64,684.28,98,E,200,,,
Lindenhurst,10:30:00,Monday,5.54,1.66,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,10:30:00,Tuesday,3.75,1.42,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,10:30:00,Wednesday,4.38,1.85,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,10:30:00,Thursday,4.62,2.26,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,10:30:00,Friday,3.38,1.56,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,10:30:00,Saturday,4.69,1.32,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,11:00:00,Sunday,6.23,2.31,93,1.64,684.28,98,E,200,,,
Lindenhurst,11:00:00,Monday,6.23,2.42,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,11:00:00,Tuesday,4.58,2.19,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,11:00:00,Wednesday,3.15,1.28,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,11:00:00,Thursday,3.77,1.79,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,11:00:00,Friday,3.15,2.82,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,11:00:00,Saturday,4.92,1.89,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,11:30:00,Sunday,6.69,2.87,93,1.64,684.28,98,E,200,,,
Lindenhurst,11:30:00,Monday,5.08,2.1,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,11:30:00,Tuesday,4.58,2.23,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,11:30:00,Wednesday,4.69,2.21,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,11:30:00,Thursday,4.15,2.15,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,11:30:00,Friday,2.69,1.55,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,11:30:00,Saturday,4.15,2.41,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,12:00:00,Sunday,6,3.14,93,1.64,684.28,98,E,200,,,
Lindenhurst,12:00:00,Monday,5.08,2.18,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,12:00:00,Tuesday,4.58,1.38,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,12:00:00,Wednesday,3.85,2.08,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,12:00:00,Thursday,4.92,2.02,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,12:00:00,Friday,3.46,2.26,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,12:00:00,Saturday,4.23,2.92,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,12:30:00,Sunday,5.31,2.25,93,1.64,684.28,98,E,200,,,
Lindenhurst,12:30:00,Monday,4.46,1.9,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,12:30:00,Tuesday,3.58,2.27,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,12:30:00,Wednesday,4.31,1.8,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,12:30:00,Thursday,2.46,1.85,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,12:30:00,Friday,4.23,2.13,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,12:30:00,Saturday,4.38,2.06,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,13:00:00,Sunday,6.23,2.59,93,1.64,684.28,98,E,200,,,
Lindenhurst,13:00:00,Monday,4.54,2.07,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,13:00:00,Tuesday,4.42,2.11,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,13:00:00,Wednesday,4,2.45,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,13:00:00,Thursday,4.08,2.14,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,13:00:00,Friday,4.85,1.52,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,13:00:00,Saturday,4.85,1.99,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,13:30:00,Sunday,4.77,2.92,93,1.64,684.28,98,E,200,,,
Lindenhurst,13:30:00,Monday,4.46,1.51,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,13:30:00,Tuesday,2.67,1.78,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,13:30:00,Wednesday,3.15,2.15,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,13:30:00,Thursday,3.15,1.52,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,13:30:00,Friday,3.62,1.71,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,13:30:00,Saturday,4.54,2.15,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,14:00:00,Sunday,5.54,2.57,93,1.64,684.28,98,E,200,,,
Lindenhurst,14:00:00,Monday,4.77,2.13,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,14:00:00,Tuesday,3.42,2.11,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,14:00:00,Wednesday,3.62,2.14,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,14:00:00,Thursday,2.23,1.48,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,14:00:00,Friday,2.46,1.13,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,14:00:00,Saturday,3.54,1.2,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,14:30:00,Sunday,4.92,2.25,93,1.64,684.28,98,E,200,,,
Lindenhurst,14:30:00,Monday,3.62,1.61,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,14:30:00,Tuesday,2.33,1.37,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,14:30:00,Wednesday,3.54,2.18,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,14:30:00,Thursday,3.92,2.36,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,14:30:00,Friday,3.85,2.67,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,14:30:00,Saturday,3.77,1.79,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,15:00:00,Sunday,4.62,2.26,93,1.64,684.28,98,E,200,,,
Lindenhurst,15:00:00,Monday,5.54,2.4,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,15:00:00,Tuesday,3.67,1.56,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,15:00:00,Wednesday,4.69,2.43,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,15:00:00,Thursday,4.08,1.89,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,15:00:00,Friday,3.69,1.75,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,15:00:00,Saturday,3.46,1.51,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,15:30:00,Sunday,4.23,3,93,1.64,684.28,98,E,200,,,
Lindenhurst,15:30:00,Monday,4.77,2.71,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,15:30:00,Tuesday,4.25,1.96,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,15:30:00,Wednesday,4.85,2.38,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,15:30:00,Thursday,4.69,2.29,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,15:30:00,Friday,5.15,2.41,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,15:30:00,Saturday,3.46,1.81,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,16:00:00,Sunday,4.23,2.09,93,1.64,684.28,98,E,200,,,
Lindenhurst,16:00:00,Monday,4.54,2.63,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,16:00:00,Tuesday,5,2.37,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,16:00:00,Wednesday,4.23,1.96,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,16:00:00,Thursday,4.31,2.56,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,16:00:00,Friday,4,2.48,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,16:00:00,Saturday,4.38,2.66,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,16:30:00,Sunday,2.54,1.2,93,1.64,684.28,98,E,200,,,
Lindenhurst,16:30:00,Monday,3.77,2.2,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,16:30:00,Tuesday,4.92,1.73,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,16:30:00,Wednesday,4.85,2.23,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,16:30:00,Thursday,4.77,1.24,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,16:30:00,Friday,3.92,1.71,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,16:30:00,Saturday,4.38,1.61,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,17:00:00,Sunday,0.08,0.28,93,1.64,684.28,98,E,200,,,
Lindenhurst,17:00:00,Monday,3.77,2.42,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,17:00:00,Tuesday,4.75,2.18,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,17:00:00,Wednesday,4.46,1.39,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,17:00:00,Thursday,2.38,1.5,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,17:00:00,Friday,3.54,1.81,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,17:00:00,Saturday,0.38,0.87,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,17:30:00,Sunday,0,0,93,1.64,684.28,98,E,200,,,
Lindenhurst,17:30:00,Monday,4.85,2.91,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,17:30:00,Tuesday,5.33,2.87,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,17:30:00,Wednesday,3.85,1.57,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,17:30:00,Thursday,4.77,1.69,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,17:30:00,Friday,3.92,2.36,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,17:30:00,Saturday,0,0,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,18:00:00,Sunday,0,0,93,1.64,684.28,98,E,200,,,
Lindenhurst,18:00:00,Monday,5,2.83,122.38,2.13,684.28,98,E,200,,,
Lindenhurst,18:00:00,Tuesday,4.75,3.82,105.58,1.94,684.28,98,E,200,,,
Lindenhurst,18:00:00,Wednesday,4.69,3.22,103.46,1.98,684.28,98,E,200,,,
Lindenhurst,18:00:00,Thursday,4.92,2.53,96.08,1.88,684.28,98,E,200,,,
Lindenhurst,18:00:00,Friday,4.23,1.74,90.62,1.85,684.28,98,E,200,,,
Lindenhurst,18:00:00,Saturday,0,0,73.15,1.28,684.28,98,E,200,,,
Lindenhurst,18:30:00,Sunday,0,0,93,1.64,684.28,98,E,200,,,
